geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;notes;Lat;Lon 
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4189286, 48.891883599719144]]}";n7267327144;NON;10;;public;NON;NON;arceaux;;48.8918835997;2.4189286
"{""type"": ""MultiPoint"", ""coordinates"": [[2.5000856, 48.742666199756144]]}";n7572674528;NON;10;;public;NON;NON;arceaux;;48.7426661998;2.5000856
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3494233, 48.885956699720595]]}";n5623107432;NON;2;;public;NON;NON;inconnu;;48.8859566997;2.3494233
"{""type"": ""MultiPoint"", ""coordinates"": [[2.221521999999629, 49.02519949968611]]}";w103709994;NON;0;;public;NON;NON;autres;;49.0251994997;2.221522
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4463491, 48.63003649978404]]}";n2286603929;NON;24;;public;NON;NON;arceaux;;48.6300364998;2.4463491
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3937259, 48.791136999744126]]}";n7197594227;NON;3;;public;NON;NON;arceaux;;48.7911369997;2.3937259
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3629572, 48.86476619972586]]}";n5630787755;NON;40;;public;NON;NON;inconnu;;48.8647661997;2.3629572
"{""type"": ""MultiPoint"", ""coordinates"": [[2.315911642121596, 48.820260799738]]}";w775244632;NON;2;;public;NON;NON;arceaux;;48.8202607997;2.31591164212
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3090571, 48.88415039972105]]}";n5620640028;NON;4;;public;NON;NON;inconnu;;48.8841503997;2.3090571
"{""type"": ""MultiPoint"", ""coordinates"": [[2.314564610839148, 48.813209549739106]]}";w732747784;NON;8;;public;NON;NON;arceaux;;48.8132095497;2.31456461084
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3825152, 48.82936179973464]]}";n5628678087;NON;2;;public;NON;NON;arceaux;;48.8293617997;2.3825152
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2680238, 48.91912929971237]]}";n3837650246;NON;6;;public;NON;NON;arceaux;;48.9191292997;2.2680238
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4148183, 48.85882019972731]]}";n5045845708;NON;6;;public;NON;NON;arceaux;;48.8588201997;2.4148183
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3809594, 48.81502669973818]]}";n5470920765;NON;14;;privee;NON;NON;arceaux;;48.8150266997;2.3809594
"{""type"": ""MultiPoint"", ""coordinates"": [[2.594298, 48.62722469978474]]}";n7572472668;NON;4;;public;NON;NON;arceaux;;48.6272246998;2.594298
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3478874, 48.88066729972192]]}";n5913836641;NON;10;;public;NON;NON;arceaux;;48.8806672997;2.3478874
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2681178, 48.74590509975533]]}";n6937690581;NON;8;Jean Mermoz;public;NON;NON;arceaux;;48.7459050998;2.2681178
"{""type"": ""MultiPoint"", ""coordinates"": [[1.943609859267926, 48.755732349753075]]}";w249472862;OUI;12;;public;NON;NON;arceaux;;48.7557323498;1.94360985927
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1588778, 48.939420499707325]]}";n7015718918;NON;8;;public;NON;NON;arceaux;;48.9394204997;2.1588778
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2600385, 48.837002999732746]]}";n5615336432;NON;28;;public;NON;NON;inconnu;;48.8370029997;2.2600385
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2797815, 48.690429599769075]]}";n5615140017;NON;8;;public;NON;NON;arceaux;;48.6904295998;2.2797815
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1307493, 48.80501569974067]]}";n6285097733;NON;4;;public;NON;NON;arceaux;;48.8050156997;2.1307493
"{""type"": ""MultiPoint"", ""coordinates"": [[2.5606601, 48.93744719970781]]}";n4860622793;NON;12;;public;NON;NON;inconnu;;48.9374471997;2.5606601
"{""type"": ""MultiPoint"", ""coordinates"": [[2.307394798753779, 48.81187859973898]]}";w744110165;NON;4;;public;NON;NON;arceaux;;48.8118785997;2.30739479875
"{""type"": ""MultiPoint"", ""coordinates"": [[2.374933, 48.82195269973648]]}";n5691504046;NON;10;;public;NON;NON;arceaux;;48.8219526997;2.374933
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4949171, 48.938111199707656]]}";n659567653;NON;0;;public;NON;NON;inconnu;;48.9381111997;2.4949171
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3580977, 48.83169179973407]]}";n7158621773;NON;10;;public;NON;NON;arceaux;;48.8316917997;2.3580977
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2565971, 48.98649319969565]]}";n5899134185;NON;0;;public;NON;NON;inconnu;;48.9864931997;2.2565971
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3410008, 48.83838789973241]]}";n7537095806;NON;10;;public;NON;NON;arceaux;;48.8383878997;2.3410008
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3387048, 48.87658439972292]]}";n5215669212;NON;12;;public;NON;NON;arceaux;;48.8765843997;2.3387048
"{""type"": ""MultiPoint"", ""coordinates"": [[2.401617, 48.838226199732425]]}";n5630714260;NON;6;;public;NON;NON;inconnu;;48.8382261997;2.401617
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3022751, 48.845454599730616]]}";n5628183209;NON;8;;public;NON;NON;inconnu;;48.8454545997;2.3022751
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3529964, 48.83203339973397]]}";n7537095860;NON;6;;public;NON;NON;arceaux;;48.8320333997;2.3529964
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3262624, 48.82493879973573]]}";n7366061522;NON;10;;public;NON;NON;arceaux;;48.8249387997;2.3262624
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2898329, 48.731086999759015]]}";n5804663983;NON;6;;public;NON;NON;arceaux;;48.7310869998;2.2898329
"{""type"": ""MultiPoint"", ""coordinates"": [[2.6921636, 48.47526319982228]]}";n706596931;OUI;24;;public;NON;NON;inconnu;;48.4752631998;2.6921636
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1791095, 48.69701589976746]]}";n3292809414;NON;0;;public;NON;NON;inconnu;;48.6970158998;2.1791095
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4666349, 48.40436259983968]]}";n2532966493;NON;6;;public;NON;NON;inconnu;;48.4043625998;2.4666349
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0424765, 48.783170899746096]]}";n5664223802;NON;4;;public;NON;NON;arceaux;;48.7831708997;2.0424765
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3816102, 48.870965099724295]]}";n5691531031;NON;6;;public;NON;NON;arceaux;;48.8709650997;2.3816102
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3924808, 48.95473039970355]]}";n6673709945;NON;10;;public;NON;NON;inconnu;;48.9547303997;2.3924808
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3859461, 48.89129339971928]]}";n5691535806;NON;30;;public;NON;NON;arceaux;;48.8912933997;2.3859461
"{""type"": ""MultiPoint"", ""coordinates"": [[2.321685975987579, 48.79649794990039]]}";w146244692;OUI;48;;public;NON;NON;arceaux;;48.7964979499;2.32168597599
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2300436, 48.92091829971193]]}";n5249947642;NON;6;;public;NON;NON;arceaux;;48.9209182997;2.2300436
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3645027, 48.86922509972476]]}";n3526264424;NON;8;;public;NON;NON;arceaux;;48.8692250997;2.3645027
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4100019, 48.842684399731326]]}";n2177689623;NON;18;;public;NON;NON;arceaux;;48.8426843997;2.4100019
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1330161, 48.825694399735546]]}";n1444474327;NON;0;;privee;NON;NON;inconnu;;48.8256943997;2.1330161
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3395958, 48.86953699972466]]}";n6334241664;NON;16;;public;NON;NON;arceaux;;48.8695369997;2.3395958
"{""type"": ""MultiPoint"", ""coordinates"": [[2.316977, 48.83352939973359]]}";n7489638538;NON;12;;public;NON;NON;arceaux;;48.8335293997;2.316977
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3771518, 48.82370679973602]]}";n5628678507;NON;6;;public;NON;NON;arceaux;;48.8237067997;2.3771518
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0697092, 48.7032724997659]]}";n5174223961;NON;6;;public;NON;NON;arceaux;;48.7032724998;2.0697092
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2790789, 48.81653209973783]]}";n6815905255;NON;26;;public;NON;NON;arceaux;;48.8165320997;2.2790789
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3356499, 48.876107699723036]]}";n2409286696;NON;12;;public;NON;NON;arceaux;;48.8761076997;2.3356499
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2109021, 49.02359749968648]]}";n6360710142;NON;12;;public;NON;NON;arceaux;;49.0235974997;2.2109021
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3713798, 48.87258779972391]]}";n416631576;NON;0;;public;NON;NON;inconnu;;48.8725877997;2.3713798
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3119702, 48.88392879972109]]}";n5620640071;NON;8;;public;NON;NON;inconnu;;48.8839287997;2.3119702
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3293903, 48.85719439972774]]}";n4838651399;NON;4;;public;NON;NON;arceaux;;48.8571943997;2.3293903
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2367386, 48.72853429975964]]}";n2327724692;NON;12;Accroch' vélo;public;NON;NON;arceaux;;48.7285342998;2.2367386
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3833776, 48.853222799728705]]}";n2441684721;NON;14;;public;NON;NON;arceaux;;48.8532227997;2.3833776
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0816565, 48.724727899760566]]}";n5664200243;NON;8;;public;NON;NON;arceaux;;48.7247278998;2.0816565
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2212855, 48.8976252997177]]}";n3046539875;NON;8;;public;NON;NON;arceaux;;48.8976252997;2.2212855
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3026649, 48.84996449972951]]}";n7599478982;NON;4;;public;NON;NON;inconnu;;48.8499644997;2.3026649
"{""type"": ""MultiPoint"", ""coordinates"": [[2.5821968, 48.87475959972337]]}";n7325183863;NON;0;;public;NON;NON;arceaux;;48.8747595997;2.5821968
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3506643, 48.86514619972576]]}";n3374502825;NON;68;;public;NON;NON;arceaux;;48.8651461997;2.3506643
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4389047, 48.84000339973199]]}";n2177689604;NON;0;;public;NON;NON;arceaux;;48.8400033997;2.4389047
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3853043, 48.895074099718336]]}";n2629096087;NON;8;;public;NON;NON;arceaux;;48.8950740997;2.3853043
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3680468, 48.852270599728946]]}";n4243524698;NON;14;;public;NON;NON;arceaux;;48.8522705997;2.3680468
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4965239, 48.940471499707066]]}";n672937284;NON;0;;public;NON;NON;inconnu;;48.9404714997;2.4965239
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3718964, 48.866275699725485]]}";n429284397;NON;42;;public;NON;NON;arceaux;;48.8662756997;2.3718964
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3395101, 48.87516159972327]]}";n2177689737;NON;8;;public;NON;NON;arceaux;;48.8751615997;2.3395101
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3508332, 48.8536157997286]]}";n5679799109;NON;6;;public;NON;NON;arceaux;;48.8536157997;2.3508332
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2967243, 48.841439999731634]]}";n5688857692;NON;8;;public;NON;NON;arceaux;;48.8414399997;2.2967243
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2899856, 48.88963159971968]]}";n5263954655;NON;12;;public;NON;NON;arceaux;;48.8896315997;2.2899856
"{""type"": ""MultiPoint"", ""coordinates"": [[2.171306, 48.80048539974179]]}";n2874069910;NON;10;;public;NON;NON;inconnu;;48.8004853997;2.171306
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1499555, 48.90805809971513]]}";n6285760061;NON;6;;public;NON;NON;arceaux;;48.9080580997;2.1499555
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2312058, 48.6427560997809]]}";n3805305675;NON;3;;public;NON;NON;ratelier;;48.6427560998;2.2312058
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3830493, 48.84364869973109]]}";n6888097880;NON;8;;public;NON;NON;arceaux;;48.8436486997;2.3830493
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3624118, 48.83260519973385]]}";n2430045154;NON;14;;public;NON;OUI;arceaux;;48.8326051997;2.3624118
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2935573, 48.85181169972907]]}";n5688869023;NON;10;;public;NON;NON;arceaux;;48.8518116997;2.2935573
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3715654, 48.825682999735534]]}";n4294770442;NON;10;;public;NON;NON;arceaux;;48.8256829997;2.3715654
"{""type"": ""MultiPoint"", ""coordinates"": [[2.402719, 48.87743609972269]]}";n5627507658;NON;4;;public;NON;NON;arceaux;;48.8774360997;2.402719
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3045978, 48.83827789973243]]}";n5628185739;NON;14;;public;NON;NON;inconnu;;48.8382778997;2.3045978
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1526766, 48.72831639975969]]}";n5505889847;OUI;10;;privee;NON;NON;ratelier;;48.7283163998;2.1526766
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0919906, 48.955225999703416]]}";n2813498268;NON;0;;public;NON;NON;inconnu;;48.9552259997;2.0919906
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3290058, 48.821302999736645]]}";n5691496725;NON;10;;public;NON;NON;arceaux;;48.8213029997;2.3290058
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3633571, 48.838829899732275]]}";n3800650470;NON;8;;public;NON;NON;inconnu;;48.8388298997;2.3633571
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3358653, 48.81765609973754]]}";n3401703507;NON;32;;public;NON;NON;arceaux;;48.8176560997;2.3358653
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2179681, 48.908192399715084]]}";n4406991944;NON;6;;public;NON;NON;arceaux;;48.9081923997;2.2179681
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3645484, 48.884109099721044]]}";n5613890079;NON;14;;public;NON;NON;inconnu;;48.8841090997;2.3645484
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3135516, 48.81610689973793]]}";n6803102846;NON;20;;public;NON;NON;ancrage;;48.8161068997;2.3135516
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2439878, 48.824763699735776]]}";n1526196974;NON;0;;public;NON;NON;inconnu;;48.8247636997;2.2439878
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3003305, 48.86993269972456]]}";n5679713604;NON;10;;public;NON;NON;arceaux;;48.8699326997;2.3003305
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3755644, 48.83170189973404]]}";n5691509722;NON;4;;public;NON;NON;arceaux;;48.8317018997;2.3755644
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3075499, 48.84693029973027]]}";n1249809155;NON;46;;public;NON;NON;inconnu;;48.8469302997;2.3075499
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2393602, 48.84140099973165]]}";n1038210012;NON;0;;public;NON;NON;inconnu;;48.8414009997;2.2393602
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2582484, 48.89833119971752]]}";n3535992693;NON;10;;public;NON;NON;ratelier;;48.8983311997;2.2582484
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2927938, 48.82363839973604]]}";n5503598715;NON;10;;public;NON;NON;arceaux;;48.8236383997;2.2927938
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1843754, 48.79976269974197]]}";n6285782907;NON;0;;public;NON;NON;arceaux;;48.7997626997;2.1843754
"{""type"": ""MultiPoint"", ""coordinates"": [[2.5326701, 48.6807021997715]]}";n5459344799;OUI;40;Véligo;clientele;OUI;NON;inconnu;;48.6807021998;2.5326701
"{""type"": ""MultiPoint"", ""coordinates"": [[2.278078, 48.90403569971611]]}";n2464304124;NON;8;;public;NON;NON;arceaux;;48.9040356997;2.278078
"{""type"": ""MultiPoint"", ""coordinates"": [[2.333963, 48.84092969973177]]}";n7490010147;NON;4;;public;NON;NON;arceaux;;48.8409296997;2.333963
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3400429, 48.8247011997358]]}";n5628642366;NON;14;;public;NON;NON;arceaux;;48.8247011997;2.3400429
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3689227, 48.85702399972778]]}";n5630763901;NON;10;;public;NON;NON;arceaux;;48.8570239997;2.3689227
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3000399, 48.750130799754274]]}";n3387861516;NON;12;;public;NON;NON;arceaux;;48.7501307998;2.3000399
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3535368, 48.82918809973467]]}";n4333771602;NON;4;;public;NON;NON;arceaux;;48.8291880997;2.3535368
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4082816, 48.84180639973156]]}";n2164073028;NON;8;;public;NON;NON;arceaux;;48.8418063997;2.4082816
"{""type"": ""MultiPoint"", ""coordinates"": [[2.359932, 48.87612859972302]]}";n5502863121;OUI;68;;privee;OUI;OUI;abri;;48.8761285997;2.359932
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3898235, 48.889751899719656]]}";n2320517812;NON;20;;public;NON;NON;arceaux;;48.8897518997;2.3898235
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4616201, 48.794303899743326]]}";n431039585;NON;6;;public;NON;NON;inconnu;;48.7943038997;2.4616201
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4037408, 48.83724769973268]]}";n2274517031;NON;4;;public;NON;NON;arceaux;;48.8372476997;2.4037408
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3445085, 48.875783399723126]]}";n5625185239;NON;8;;public;NON;NON;arceaux;;48.8757833997;2.3445085
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3496363, 48.88569889972066]]}";n5623106817;NON;6;;public;NON;NON;inconnu;;48.8856988997;2.3496363
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3514662, 48.83036109973438]]}";n4908020408;NON;4;;public;NON;NON;arceaux;;48.8303610997;2.3514662
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2114662, 48.885268299720764]]}";n4406990329;NON;14;;public;NON;NON;arceaux;;48.8852682997;2.2114662
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3396023, 48.86981779972458]]}";n6334241662;NON;14;;public;NON;NON;arceaux;;48.8698177997;2.3396023
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4787955, 48.850377799729415]]}";n7483722215;NON;0;;public;NON;NON;inconnu;;48.8503777997;2.4787955
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2927836, 48.823429299736105]]}";n5503555593;NON;4;;public;NON;NON;arceaux;;48.8234292997;2.2927836
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4644568, 48.82010269973693]]}";n2817887472;NON;12;;public;NON;NON;arceaux;;48.8201026997;2.4644568
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3004325, 48.884055099721074]]}";n7485642587;NON;8;;public;NON;NON;inconnu;;48.8840550997;2.3004325
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3181379, 48.82141319973662]]}";n5628642381;NON;20;;public;NON;NON;arceaux;;48.8214131997;2.3181379
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2768471, 48.833097799733714]]}";n2650141025;NON;12;;public;NON;NON;arceaux;;48.8330977997;2.2768471
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3582516, 48.85811469972749]]}";n7078311694;NON;0;;public;NON;NON;inconnu;;48.8581146997;2.3582516
"{""type"": ""MultiPoint"", ""coordinates"": [[1.943438304109737, 48.75563169975363]]}";w249472860;OUI;10;;public;NON;NON;arceaux;;48.7556316998;1.94343830411
"{""type"": ""MultiPoint"", ""coordinates"": [[2.376305, 48.899019999717346]]}";n5596102085;NON;6;;public;NON;NON;arceaux;;48.8990199997;2.376305
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3843784, 48.87248569972393]]}";n5630745363;NON;4;;public;NON;NON;inconnu;;48.8724856997;2.3843784
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3885831, 48.8553013997282]]}";n4333771617;NON;6;;public;NON;NON;arceaux;;48.8553013997;2.3885831
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2698472, 48.73007909975926]]}";n3680677818;NON;8;;public;NON;NON;arceaux;;48.7300790998;2.2698472
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3608408, 48.85556669972812]]}";n2409286692;NON;12;;public;NON;NON;arceaux;;48.8555666997;2.3608408
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2353982, 48.81399259973845]]}";n1586950557;NON;0;;public;NON;NON;inconnu;;48.8139925997;2.2353982
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0439673, 48.78869659974472]]}";n6042462557;OUI;8;;public;NON;NON;inconnu;;48.7886965997;2.0439673
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3655343, 48.86712999972527]]}";n2304319874;NON;16;;public;NON;NON;arceaux;;48.8671299997;2.3655343
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4094165, 48.840902699731764]]}";n2177689611;NON;14;;public;NON;NON;arceaux;;48.8409026997;2.4094165
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1440768, 48.85274699972884]]}";n6113240599;NON;4;;public;NON;NON;arceaux;;48.8527469997;2.1440768
