geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;notes;Lat;Lon 
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3344563, 48.87084089972434]]}";n6321829569;NON;20;;public;NON;NON;arceaux;;48.8708408997;2.3344563
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3706043, 48.892574699718935]]}";n7246970057;NON;0;;public;NON;NON;arceaux;;48.8925746997;2.3706043
"{""type"": ""MultiPoint"", ""coordinates"": [[2.40681384999881, 48.620347699793406]]}";w589898827;NON;12;;public;NON;NON;arceaux;;48.6203476998;2.40681385
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2993414, 48.82910589973469]]}";n2190097026;NON;20;;public;NON;NON;arceaux;;48.8291058997;2.2993414
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4036666, 48.91463679971346]]}";n5449071352;NON;0;;public;NON;NON;inconnu;;48.9146367997;2.4036666
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4055222, 48.842736899731285]]}";n4189037904;NON;6;;clientele;NON;NON;arceaux;;48.8427368997;2.4055222
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2738508, 48.83704199973271]]}";n2682494256;NON;12;;public;NON;NON;arceaux;;48.8370419997;2.2738508
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3774343, 48.69128879976888]]}";n6924130732;NON;3;;public;NON;NON;arceaux;;48.6912887998;2.3774343
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3536806, 48.87233209972398]]}";n5312090792;NON;18;;public;NON;NON;arceaux;;48.8723320997;2.3536806
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3650121, 48.86162029972661]]}";n5630787741;NON;6;;public;NON;NON;arceaux;;48.8616202997;2.3650121
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3772093, 48.84756369973012]]}";n2177689663;NON;8;;public;NON;NON;arceaux;;48.8475636997;2.3772093
"{""type"": ""MultiPoint"", ""coordinates"": [[2.364293, 48.86931539972473]]}";n5613890081;NON;10;;public;NON;NON;inconnu;;48.8693153997;2.364293
"{""type"": ""MultiPoint"", ""coordinates"": [[1.7044824, 48.989538599694924]]}";n6616940951;NON;26;;public;NON;NON;arceaux;;48.9895385997;1.7044824
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3425253, 48.897663199717705]]}";n4960049186;NON;16;;public;NON;NON;arceaux;;48.8976631997;2.3425253
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3747465, 48.69043019976908]]}";n7047324709;NON;0;;public;NON;NON;inconnu;;48.6904301998;2.3747465
"{""type"": ""MultiPoint"", ""coordinates"": [[2.184032, 48.69783379976725]]}";n1718047102;OUI;0;;public;NON;NON;inconnu;;48.6978337998;2.184032
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3178891, 48.886260099720516]]}";n5620640029;NON;14;;public;NON;NON;inconnu;;48.8862600997;2.3178891
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2878903, 48.864134399726]]}";n7604956862;NON;20;;public;NON;NON;arceaux;;48.8641343997;2.2878903
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3412982, 48.86322459972624]]}";n2611646141;NON;6;;public;NON;NON;arceaux;;48.8632245997;2.3412982
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3508212, 48.83167389973406]]}";n7537095861;NON;6;;public;NON;NON;arceaux;;48.8316738997;2.3508212
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3557411, 48.93390639970869]]}";n5579015610;NON;6;;public;NON;NON;arceaux;;48.9339063997;2.3557411
"{""type"": ""MultiPoint"", ""coordinates"": [[2.383124, 48.843585799731095]]}";n5418605147;NON;8;;public;NON;NON;arceaux;;48.8435857997;2.383124
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2950914, 48.863168699726245]]}";n5615336468;NON;2;;public;NON;NON;inconnu;;48.8631686997;2.2950914
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3107968, 48.852352799728926]]}";n5615712515;NON;6;;public;NON;NON;inconnu;;48.8523527997;2.3107968
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3505798, 48.86186539972655]]}";n2276138372;NON;6;;public;NON;NON;arceaux;;48.8618653997;2.3505798
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3889257, 48.84754299973011]]}";n2190097056;NON;6;;public;NON;NON;arceaux;;48.8475429997;2.3889257
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2118334, 48.90384709971615]]}";n4379282200;OUI;18;;public;NON;NON;arceaux;;48.9038470997;2.2118334
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2640649, 48.90724809971531]]}";n5249947644;NON;6;;public;NON;NON;arceaux;;48.9072480997;2.2640649
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2993504, 48.837674699732574]]}";n5688859413;NON;2;;public;NON;NON;arceaux;;48.8376746997;2.2993504
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3453169, 48.881647199721655]]}";n6285760062;NON;12;;public;NON;NON;inconnu;;48.8816471997;2.3453169
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1306012, 48.80901919973968]]}";n2482409657;NON;4;;public;NON;NON;arceaux;;48.8090191997;2.1306012
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3357014, 48.886507899720456]]}";n635772324;NON;8;;public;NON;NON;arceaux;;48.8865078997;2.3357014
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2160893, 48.83972269973207]]}";n6912297785;NON;5;;public;NON;NON;arceaux;;48.8397226997;2.2160893
"{""type"": ""MultiPoint"", ""coordinates"": [[1.9764266, 48.919027199712396]]}";n2588336915;OUI;0;;public;NON;NON;ratelier;;48.9190271997;1.9764266
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4084136, 48.84648409973039]]}";n5686052048;NON;9;;public;NON;NON;arceaux;;48.8464840997;2.4084136
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4715415, 48.83464829973332]]}";n3709440740;OUI;20;;public;NON;NON;inconnu;;48.8346482997;2.4715415
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3143887, 48.845189799730704]]}";n3966675082;NON;10;;public;NON;NON;ratelier;;48.8451897997;2.3143887
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2991627, 48.781109199746616]]}";n7199696339;NON;14;;public;NON;NON;arceaux;;48.7811091997;2.2991627
"{""type"": ""MultiPoint"", ""coordinates"": [[2.354544, 48.87940019972221]]}";n5613890116;NON;16;;public;NON;NON;arceaux;;48.8794001997;2.354544
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3278699, 48.882312299721505]]}";n5679764872;NON;2;;public;NON;NON;arceaux;;48.8823122997;2.3278699
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3812711, 48.871589999724144]]}";n328949439;NON;8;;public;NON;NON;arceaux;;48.8715899997;2.3812711
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2417708, 48.890344299719516]]}";n5402504494;NON;26;;public;NON;NON;arceaux;;48.8903442997;2.2417708
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3355352, 48.7790570997471]]}";n4270117151;NON;6;;public;NON;NON;arceaux;;48.7790570997;2.3355352
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4474784, 48.78336169974605]]}";n1474391541;NON;10;;public;NON;NON;inconnu;;48.7833616997;2.4474784
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3454701, 48.871025199724265]]}";n2937425827;NON;26;;public;NON;NON;arceaux;;48.8710251997;2.3454701
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4851206, 48.80493089974069]]}";n3869803587;OUI;0;;public;NON;NON;inconnu;;48.8049308997;2.4851206
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2357514, 48.961035899701976]]}";n4572346335;NON;0;;public;NON;NON;inconnu;;48.9610358997;2.2357514
"{""type"": ""MultiPoint"", ""coordinates"": [[2.29009, 48.842320099731424]]}";n7594912956;NON;2;;public;NON;NON;arceaux;;48.8423200997;2.29009
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3718771, 48.83884829973229]]}";n7537831485;NON;16;;public;NON;NON;inconnu;;48.8388482997;2.3718771
"{""type"": ""MultiPoint"", ""coordinates"": [[2.308795, 48.85498539972827]]}";n5615712629;NON;12;;public;NON;NON;inconnu;;48.8549853997;2.308795
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3484816, 48.83839489973239]]}";n7537095803;NON;18;;public;NON;NON;arceaux;;48.8383948997;2.3484816
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3763021, 48.89909199971732]]}";n5596102086;NON;6;;public;NON;NON;arceaux;;48.8990919997;2.3763021
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3192175, 48.82407279973595]]}";n5628642411;NON;4;;public;NON;NON;arceaux;;48.8240727997;2.3192175
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3921801, 48.901672899716694]]}";n7244995628;NON;8;;public;NON;NON;inconnu;;48.9016728997;2.3921801
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4380783, 48.745353199755456]]}";n2790206203;OUI;20;;clientele;OUI;NON;abri;;48.7453531998;2.4380783
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3798821, 48.851347499729194]]}";n5630777524;NON;4;;public;NON;NON;inconnu;;48.8513474997;2.3798821
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3672492, 48.8548681997283]]}";n5581865738;NON;12;;public;NON;NON;arceaux;;48.8548681997;2.3672492
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2999583, 48.85261289972886]]}";n2713230113;NON;10;;public;NON;NON;arceaux;;48.8526128997;2.2999583
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0291983, 48.6172716997872]]}";n4169934696;NON;6;;public;NON;NON;arceaux;;48.6172716998;2.0291983
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3535159, 48.83722779973268]]}";n2415333515;NON;12;;public;NON;NON;arceaux;;48.8372277997;2.3535159
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2553449, 48.77672389974768]]}";n5204283593;NON;6;;public;NON;NON;ratelier;;48.7767238997;2.2553449
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0306796, 49.01086899968963]]}";n1939578160;NON;0;;public;NON;NON;inconnu;;49.0108689997;2.0306796
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3790884, 48.85055379972938]]}";n5630714279;NON;14;;public;NON;NON;arceaux;;48.8505537997;2.3790884
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3619733, 48.82739909973512]]}";n3456859772;NON;36;;public;NON;NON;arceaux;;48.8273990997;2.3619733
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1917246, 48.703066199765956]]}";n3580368478;NON;12;;public;NON;NON;arceaux;;48.7030661998;2.1917246
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2859075, 48.86637869972545]]}";n7604956857;NON;14;;public;NON;NON;arceaux;;48.8663786997;2.2859075
"{""type"": ""MultiPoint"", ""coordinates"": [[2.165256662464164, 48.70112409976691]]}";w374843423;OUI;4;;public;NON;NON;arceaux;;48.7011240998;2.16525666246
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2786747, 48.856781599727825]]}";n5076228542;NON;6;;public;NON;NON;arceaux;;48.8567815997;2.2786747
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2532372, 48.92392489971115]]}";n3902231721;NON;6;;public;NON;NON;arceaux;;48.9239248997;2.2532372
"{""type"": ""MultiPoint"", ""coordinates"": [[2.337131, 48.8553141997282]]}";n7490010163;NON;6;;public;NON;NON;arceaux;;48.8553141997;2.337131
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3699304, 48.84031759973191]]}";n7537854085;NON;14;;public;NON;NON;inconnu;;48.8403175997;2.3699304
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3610906, 48.865766699725604]]}";n5227715227;NON;24;;public;NON;NON;arceaux;;48.8657666997;2.3610906
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3228721, 48.83333999973364]]}";n7489625966;NON;8;;public;NON;NON;arceaux;;48.8333399997;2.3228721
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3769935, 48.86803919972505]]}";n5630777530;NON;6;;public;NON;NON;inconnu;;48.8680391997;2.3769935
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0587, 48.78198499974638]]}";n5011315766;OUI;48;;public;NON;NON;arceaux;;48.7819849997;2.0587
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3280904, 48.92610039971062]]}";n5664587682;NON;8;;public;NON;NON;ratelier;;48.9261003997;2.3280904
"{""type"": ""MultiPoint"", ""coordinates"": [[2.200611631993738, 48.82730644974092]]}";w489538882;OUI;8;;public;NON;NON;arceaux;;48.8273064497;2.20061163199
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3318133, 48.90635439971553]]}";n6092309198;NON;12;;public;NON;NON;arceaux;;48.9063543997;2.3318133
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3571111, 48.83340929973364]]}";n5628678467;NON;4;;public;NON;NON;arceaux;;48.8334092997;2.3571111
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3494769, 48.888781299719895]]}";n635743080;NON;4;;public;NON;NON;arceaux;;48.8887812997;2.3494769
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3453585, 48.65867899977696]]}";n4317330317;NON;35;;clientele;NON;NON;inconnu;;48.6586789998;2.3453585
"{""type"": ""MultiPoint"", ""coordinates"": [[2.6170991, 48.983835299696345]]}";n5377404617;NON;8;;public;NON;NON;inconnu;;48.9838352997;2.6170991
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2660931, 48.901379299716766]]}";n3622201492;NON;4;;public;NON;NON;arceaux;;48.9013792997;2.2660931
"{""type"": ""MultiPoint"", ""coordinates"": [[1.8284809, 48.62596129978505]]}";n1593975361;NON;6;;public;NON;NON;inconnu;;48.6259612998;1.8284809
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3569281, 48.86589579972555]]}";n5679805283;NON;18;;public;NON;NON;arceaux;;48.8658957997;2.3569281
"{""type"": ""MultiPoint"", ""coordinates"": [[2.158140254178369, 48.937506049708226]]}";w420739503;OUI;0;;public;NON;NON;inconnu;;48.9375060497;2.15814025418
"{""type"": ""MultiPoint"", ""coordinates"": [[2.297742, 48.71097949976399]]}";n4317248894;NON;10;;public;NON;NON;arceaux;;48.7109794998;2.297742
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3709944, 48.82144939973661]]}";n7513731882;NON;8;;public;NON;NON;arceaux;;48.8214493997;2.3709944
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2982547, 48.861712999726606]]}";n2603045680;NON;16;;public;NON;NON;arceaux;;48.8617129997;2.2982547
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2722524, 48.90071029971693]]}";n3635825498;NON;4;;public;NON;NON;arceaux;;48.9007102997;2.2722524
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2342455, 48.83899649973225]]}";n1674539458;NON;0;;public;NON;NON;inconnu;;48.8389964997;2.2342455
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3715986, 48.82771079973503]]}";n2328496620;NON;10;;public;NON;NON;arceaux;;48.8277107997;2.3715986
"{""type"": ""MultiPoint"", ""coordinates"": [[1.7141316, 48.98733449969544]]}";n7146809728;NON;6;;public;NON;NON;arceaux;;48.9873344997;1.7141316
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4531244, 48.846706099730326]]}";n4663346550;NON;16;2 Avenue des Murs du Parc;public;NON;NON;arceaux;;48.8467060997;2.4531244
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1356767, 48.79657409974277]]}";n6709598635;NON;12;;public;NON;NON;arceaux;;48.7965740997;2.1356767
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2864512, 48.85343139972866]]}";n3920295921;NON;10;;public;NON;NON;inconnu;;48.8534313997;2.2864512
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4066651, 48.86275699972633]]}";n4348837197;NON;8;;public;NON;NON;arceaux;;48.8627569997;2.4066651
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1765497, 48.70126939976638]]}";n4835263131;OUI;14;;public;NON;NON;arceaux;;48.7012693998;2.1765497
"{""type"": ""MultiPoint"", ""coordinates"": [[2.248253, 48.90453239971599]]}";n3647795156;NON;2;;public;NON;NON;arceaux;;48.9045323997;2.248253
"{""type"": ""MultiPoint"", ""coordinates"": [[2.5065203, 48.77161109974895]]}";n6335000170;OUI;20;;public;NON;NON;arceaux;;48.7716110997;2.5065203
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0456377, 48.78670009974522]]}";n3379606126;OUI;30;;public;NON;NON;arceaux;;48.7867000997;2.0456377
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0619322, 49.035562199683525]]}";n1596017467;NON;14;;public;NON;NON;inconnu;;49.0355621997;2.0619322
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3699382, 48.854117399728494]]}";n5581865737;NON;6;;public;NON;NON;arceaux;;48.8541173997;2.3699382
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1701429, 48.94785509970523]]}";n7539199755;NON;0;;public;NON;NON;inconnu;;48.9478550997;2.1701429
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3117673, 48.84550639973062]]}";n2635778756;NON;8;;public;NON;NON;arceaux;;48.8455063997;2.3117673
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0307701, 48.924525299711014]]}";n3241154580;NON;6;Locaux associatifs (Av Blanche de Castille);public;NON;NON;arceaux;;48.9245252997;2.0307701
"{""type"": ""MultiPoint"", ""coordinates"": [[2.5068667, 48.698673699767035]]}";n4115005820;OUI;40;;clientele;OUI;NON;abri;;48.6986736998;2.5068667
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2613673, 48.846569099730374]]}";n5615336467;NON;6;;public;NON;NON;inconnu;;48.8465690997;2.2613673
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3029353, 48.81766149973753]]}";n5035230164;NON;8;Point on map;public;NON;NON;arceaux;;48.8176614997;2.3029353
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3849459, 48.84359849973108]]}";n2177689627;NON;8;;public;NON;NON;arceaux;;48.8435984997;2.3849459
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3665399, 48.86229089972645]]}";n2180504641;NON;12;;public;NON;NON;arceaux;;48.8622908997;2.3665399
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3349542, 48.88301429972132]]}";n816764645;NON;10;;public;NON;NON;arceaux;;48.8830142997;2.3349542
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3351369, 48.792611099743745]]}";n4225365416;NON;6;;public;NON;NON;arceaux;;48.7926110997;2.3351369
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3276903, 48.75347799975344]]}";n3778942962;NON;10;;public;NON;NON;arceaux;;48.7534779998;2.3276903
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2382976, 48.879427199722215]]}";n4542041158;NON;4;;public;NON;NON;arceaux;;48.8794271997;2.2382976
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3258427, 48.890719099719405]]}";n4318363016;NON;10;;public;NON;NON;arceaux;;48.8907190997;2.3258427
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3612941, 48.876064699723045]]}";n4904815606;NON;10;;public;NON;NON;arceaux;;48.8760646997;2.3612941
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2832641, 48.80070869974173]]}";n4784719136;NON;14;;public;NON;NON;arceaux;;48.8007086997;2.2832641
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3484222, 48.88366439972117]]}";n4728279643;NON;4;;public;NON;NON;arceaux;;48.8836643997;2.3484222
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2959668, 48.69436129976811]]}";n2946696710;NON;6;;public;NON;NON;ratelier;;48.6943612998;2.2959668
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3577888, 48.82583639973551]]}";n5473029610;NON;6;;public;NON;NON;arceaux;;48.8258363997;2.3577888
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3497684, 48.85998129972703]]}";n2003145872;NON;12;;public;NON;NON;inconnu;;48.8599812997;2.3497684
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3456496, 48.86479579972584]]}";n5625211994;NON;18;;public;NON;NON;arceaux;;48.8647957997;2.3456496
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1328151, 48.80379349974098]]}";n2479150003;NON;6;;public;NON;NON;inconnu;;48.8037934997;2.1328151
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3851681, 48.85289339972879]]}";n2441684717;NON;8;;public;NON;NON;arceaux;;48.8528933997;2.3851681
"{""type"": ""MultiPoint"", ""coordinates"": [[2.300319, 48.82773399973504]]}";n4250662372;NON;8;;public;NON;NON;arceaux;;48.8277339997;2.300319
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1968358, 48.77984179974693]]}";n3729958304;NON;12;;public;NON;NON;arceaux;;48.7798417997;2.1968358
"{""type"": ""MultiPoint"", ""coordinates"": [[2.402715, 48.83324619973367]]}";n3139205072;NON;16;;public;NON;NON;arceaux;;48.8332461997;2.402715
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3520568, 48.89819879971756]]}";n6060074654;NON;8;;public;NON;NON;arceaux;;48.8981987997;2.3520568
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3713725, 48.88198899972158]]}";n6511779813;NON;6;;public;NON;NON;arceaux;;48.8819889997;2.3713725
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3668517, 48.88240119972147]]}";n5613890225;NON;10;;public;NON;NON;arceaux;;48.8824011997;2.3668517
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3971156, 48.849254999729695]]}";n5111672799;NON;10;;public;NON;NON;arceaux;;48.8492549997;2.3971156
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2770929, 48.87043519972445]]}";n5615336213;NON;6;;public;NON;NON;inconnu;;48.8704351997;2.2770929
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4023903, 48.84292779973126]]}";n4243524690;NON;12;;public;NON;NON;arceaux;;48.8429277997;2.4023903
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3494026, 48.82053469973683]]}";n2915135205;NON;16;;public;NON;NON;arceaux;;48.8205346997;2.3494026
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3744206, 48.879138299722285]]}";n5627504646;NON;4;;public;NON;NON;inconnu;;48.8791382997;2.3744206
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2973397, 48.864812099725846]]}";n4564639243;NON;12;;public;NON;NON;arceaux;;48.8648120997;2.2973397
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4101238, 48.84683739973029]]}";n2256110886;NON;8;;public;NON;NON;arceaux;;48.8468373997;2.4101238
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1259362, 48.808373399739835]]}";n7053134015;NON;8;;public;NON;NON;arceaux;;48.8083733997;2.1259362
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3221843, 48.83165859973407]]}";n2682494245;NON;12;;public;NON;NON;arceaux;;48.8316585997;2.3221843
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0208023, 48.76433479975074]]}";n5664200254;NON;6;;public;NON;NON;ratelier;;48.7643347998;2.0208023
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3509448, 48.851172099729226]]}";n5628655345;NON;14;;public;NON;NON;inconnu;;48.8511720997;2.3509448
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3386944, 48.83747589973263]]}";n2291048628;NON;16;;public;NON;OUI;arceaux;;48.8374758997;2.3386944
"{""type"": ""MultiPoint"", ""coordinates"": [[2.379153, 48.88075529972187]]}";n5627507644;NON;22;;public;NON;NON;inconnu;;48.8807552997;2.379153
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3447813, 48.87734209972274]]}";n5679788566;NON;10;;public;NON;NON;arceaux;;48.8773420997;2.3447813
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3445636, 48.87722159972274]]}";n5679788567;NON;8;;public;NON;NON;arceaux;;48.8772215997;2.3445636
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3492243, 48.86596479972556]]}";n5625212001;NON;22;;public;NON;NON;inconnu;;48.8659647997;2.3492243
"{""type"": ""MultiPoint"", ""coordinates"": [[2.310668, 48.88512849972079]]}";n5569041146;NON;8;;public;NON;NON;arceaux;;48.8851284997;2.310668
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4147823, 48.832800199733775]]}";n3463368685;NON;18;;public;NON;NON;arceaux;;48.8328001997;2.4147823
"{""type"": ""MultiPoint"", ""coordinates"": [[2.1940571, 48.96452799970112]]}";n6362170491;NON;6;;public;NON;NON;ratelier;;48.9645279997;2.1940571
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4181632, 48.894702799718424]]}";n7248200633;NON;6;;public;NON;NON;inconnu;;48.8947027997;2.4181632
"{""type"": ""MultiPoint"", ""coordinates"": [[2.4644101, 48.843721399731066]]}";n4115005826;OUI;40;Véligo;clientele;OUI;NON;abri;;48.8437213997;2.4644101
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3663301, 48.88609849972056]]}";n5691540635;NON;6;;public;NON;NON;arceaux;;48.8860984997;2.3663301
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3129414, 48.88649859972046]]}";n5620640076;NON;10;;public;NON;NON;inconnu;;48.8864985997;2.3129414
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3305144, 48.82133759973662]]}";n3401703510;NON;20;;public;NON;NON;arceaux;;48.8213375997;2.3305144
"{""type"": ""MultiPoint"", ""coordinates"": [[2.545101, 48.534847999807575]]}";n2678981539;OUI;12;;public;NON;NON;arceaux;;48.5348479998;2.545101
"{""type"": ""MultiPoint"", ""coordinates"": [[2.0432268, 48.773327999748524]]}";n5664200223;NON;11;;public;NON;NON;ratelier;;48.7733279997;2.0432268
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3255979, 48.8597748997271]]}";n6007513972;NON;0;;public;NON;NON;arceaux;;48.8597748997;2.3255979
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2509416, 48.83895419973225]]}";n1298347306;NON;0;;public;NON;NON;inconnu;;48.8389541997;2.2509416
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2801881, 48.87893339972234]]}";n7293060105;NON;14;;public;NON;NON;arceaux;;48.8789333997;2.2801881
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3531057, 48.855532899728146]]}";n2177689706;NON;12;;public;NON;NON;arceaux;;48.8555328997;2.3531057
"{""type"": ""MultiPoint"", ""coordinates"": [[2.442513, 48.862423599726434]]}";n4386797267;NON;4;;public;NON;NON;arceaux;;48.8624235997;2.442513
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3008, 48.82327999973615]]}";n5035230141;NON;0;;public;NON;NON;inconnu;;48.8232799997;2.3008
"{""type"": ""MultiPoint"", ""coordinates"": [[2.3552163, 48.88585819972062]]}";n630876791;NON;18;;public;NON;NON;arceaux;;48.8858581997;2.3552163
"{""type"": ""MultiPoint"", ""coordinates"": [[2.354942, 48.865173499725756]]}";n5838535123;NON;22;;public;NON;NON;arceaux;;48.8651734997;2.354942
"{""type"": ""MultiPoint"", ""coordinates"": [[2.324635453571386, 48.81771174973751]]}";w775114498;NON;10;;public;NON;NON;arceaux;;48.8177117497;2.32463545357
"{""type"": ""MultiPoint"", ""coordinates"": [[2.2893905, 48.73565499975789]]}";n4878957536;NON;4;;public;NON;NON;arceaux;;48.7356549998;2.2893905
